customer_id,nroftotaltestcasesexecutedperyear,costavoidanceperyear,hoursspentontestingperyear,Totallaborcostperyear
133,35910,14169600,3552,194054.37
137,14385,0,2039,65596.5
150,233600,51120000,64241,167995.83
157,12569,2037500,738,17428.9
146,22680,0,3986,69790.9
148,29568,0,3959,48583.13
164,32000,0,4960,135660.29
167,57240,0,27730,91940.5
160,1541163,19769750,147751,104980.69
195,4900,17085250,2918,78625.85
